id,Rings
90615,9.311496763787783
90616,9.703231169802596
90617,9.654171839482357
90618,10.452947364289761
90619,7.571675748053926
90620,9.278071714283485
90621,12.146001954566854
90622,6.22378793085819
90623,7.865705923507782
90624,10.749143786368977
90625,10.66556358574525
90626,6.022527198014709
90627,10.374416280663349
90628,12.016914602525988
90629,7.514593648468064
90630,7.328522583141039
90631,12.384762953458944
90632,5.683765579566395
90633,9.76136685659699
90634,10.29179008697027
90635,6.089749464010658
90636,7.35041020970097
90637,9.198957390335861
90638,8.674708766618437
90639,9.929167689811436
90640,10.965043862659835
90641,8.199735865545497
90642,9.690384056053148
90643,5.617646170149849
90644,10.146752558944124
90645,9.662919312753486
90646,9.197376391232533
90647,11.542696172571073
90648,13.292709382696259
90649,14.015648260873517
90650,10.294350424040633
90651,8.954354310917399
90652,8.527709091017822
90653,12.526155581019383
90654,6.193427197932522
90655,8.05313349414011
90656,9.895684500648958
90657,8.006329665254427
90658,6.678354104728113
90659,9.221316505135079
90660,7.116373137600223
90661,8.173918965948912
90662,7.20708704570397
90663,9.44895377854122
90664,7.605297000362128
90665,13.693474345542043
90666,8.961154287999031
90667,5.594771737964655
90668,10.179042315167257
90669,9.569528446533699
90670,9.616210934625627
90671,10.795119826241567
90672,8.911569442772509
90673,13.533847148992004
90674,7.475581917970982
90675,5.32862656996432
90676,11.791254865061534
90677,11.34003077212788
90678,4.735434606017212
90679,9.377648132985229
90680,9.73016120739777
90681,9.990801186691211
90682,14.239244176491004
90683,10.576888680347382
90684,10.70881419359635
90685,11.184202592315767
90686,6.910622432501129
90687,10.559571244464466
90688,9.02933713314593
90689,10.004911614202372
90690,17.56094189552036
90691,8.03508597313364
90692,11.034960056499639
90693,12.945350605430978
90694,9.294914133761301
90695,8.68923690345072
90696,9.803751302068378
90697,7.322350432575886
90698,9.486986218820494
90699,5.106911937162562
90700,10.709472465128663
90701,10.29209727197961
90702,10.162153654468753
90703,12.684283469237451
90704,4.906941006070542
90705,10.711892163324537
90706,10.578596250887863
90707,6.103818058475654
90708,8.495524575662989
90709,9.443534635769844
90710,9.566197604407215
90711,9.160194507709706
90712,9.155194623664933
90713,15.208892405896268
90714,7.1118617045811225
90715,8.523896703045974
90716,7.037725956642673
90717,9.535408113480518
90718,4.6625630437175944
90719,5.496363520592134
90720,10.783148150635558
90721,9.096299370791515
90722,8.763526402937073
90723,7.798172006428351
90724,9.50497330201724
90725,6.709431583642705
90726,7.567650217318214
90727,8.565258394470433
90728,10.0283870398832
90729,9.724134373411601
90730,10.335180576970115
90731,5.628640312059693
90732,7.905379413004941
90733,10.16296754527044
90734,9.082747645437204
90735,7.870854551506493
90736,7.540760607846191
90737,5.725473329000668
90738,6.978336344538195
90739,15.27413145975368
90740,9.952986617189614
90741,5.5000309435707155
90742,9.222869317515038
90743,13.077054278998459
90744,7.061887488613077
90745,8.077856907481209
90746,8.17412812061588
90747,4.608297735469265
90748,13.786917990191796
90749,9.563934611066712
90750,4.71206280907247
90751,7.130608626831451
90752,8.369143143587245
90753,7.878750822499693
90754,9.240489966734744
90755,8.566325710010776
90756,8.979643762635293
90757,11.410685054217753
90758,8.948636546682346
90759,7.527468476142482
90760,7.654508698126879
90761,9.337162857793167
90762,9.188731431961811
90763,9.313312475603956
90764,12.093721082342745
90765,11.966471360501803
90766,7.505690302747362
90767,15.029364466150858
90768,12.270095176968956
90769,6.099470764453884
90770,10.867346518901307
90771,9.941086834742507
90772,5.632209931297353
90773,7.86481462041671
90774,7.439668446748967
90775,9.534629238637525
90776,7.4489845243663115
90777,11.86372635616823
90778,10.528759992665268
90779,10.447042190521323
90780,9.965531172735568
90781,11.269592188057253
90782,8.019846693664594
90783,11.517998101634074
90784,6.815150873922277
90785,8.368748443174267
90786,6.0927416313160965
90787,9.051963805751772
90788,4.658804251945165
90789,11.405385641412005
90790,8.461554689575642
90791,6.705974501085845
90792,6.748284851499648
90793,6.540381504197358
90794,5.738696863867355
90795,11.64869914598761
90796,11.228318906069864
90797,10.273102445976539
90798,11.423398940216604
90799,8.017427064695783
90800,16.000175143119343
90801,10.713947651655534
90802,6.952562417000623
90803,11.168961783170769
90804,16.433915706573845
90805,10.50354722676695
90806,8.81162054542003
90807,10.588587422862831
90808,9.221167586297295
90809,12.766322079962762
90810,9.376121751278319
90811,9.130966790224273
90812,5.986983431805071
90813,9.97604792854009
90814,7.357441795886637
90815,8.037742457124224
90816,5.408674146681028
90817,10.123251596443769
90818,9.12830349173791
90819,6.9091114483298615
90820,6.901461408130253
90821,9.498145459158325
90822,6.902753620239592
90823,5.667663043379245
90824,12.836721020359262
90825,8.011283994534582
90826,5.528902997290872
90827,4.633572618929857
90828,10.711889650694735
90829,11.38323032706115
90830,9.307196172815209
90831,8.156840055033767
90832,9.27758077948628
90833,12.06784229936389
90834,9.448074768986997
90835,9.61447712448174
90836,8.892038794991278
90837,5.203614962715205
90838,10.521611684162988
90839,8.02429854517128
90840,9.287284984897466
90841,11.032985598015667
90842,13.272818046664879
90843,11.281249595635012
90844,13.738867986820352
90845,10.8263369564143
90846,12.509993318457218
90847,6.9276551478925485
90848,9.418946237569864
90849,9.476506080282485
90850,8.72530352073516
90851,12.078192404424865
90852,6.200965987747958
90853,10.940214046100992
90854,11.64075007260953
90855,7.012899651733943
90856,8.689299320024793
90857,10.89668567343886
90858,11.63825470989389
90859,10.574388983927722
90860,12.729763272594298
90861,9.624286631299467
90862,11.524078968643083
90863,8.7645247751142
90864,8.43135931139915
90865,14.68709272470202
90866,14.734335042456644
90867,11.024582449720791
90868,12.013002412630861
90869,8.07455241764565
90870,11.160894456708135
90871,12.022829819538751
90872,15.598775252108762
90873,7.783730469382735
90874,14.411842681469182
90875,8.251269429695594
90876,9.972559923602294
90877,9.096329356200949
90878,7.95581188146424
90879,9.350342978067845
90880,8.186875574023723
90881,12.256140934243827
90882,10.737501419502497
90883,10.738707567497388
90884,12.30552474509195
90885,10.661668036389665
90886,13.182763007970022
90887,5.5253403758934025
90888,9.249262069100457
90889,12.153767530463258
90890,9.711614498423394
90891,10.930218698163314
90892,10.461594887203734
90893,4.679914263737821
90894,11.197986355715239
90895,11.360470514055402
90896,6.462614332664496
90897,5.447586337504635
90898,5.806107010655889
90899,13.543075254023435
90900,10.812309463571296
90901,10.984100870018727
90902,8.471047445083922
90903,6.740755129580501
90904,7.124486431949531
90905,7.831906659607328
90906,7.50612212119319
90907,9.837989603890392
90908,4.669216238935163
90909,14.388273719747843
90910,9.164532905742522
90911,7.97639887664961
90912,16.10326621659461
90913,9.06885368454666
90914,9.244791842609159
90915,6.7870642789924505
90916,8.939992790065345
90917,12.087193760400618
90918,7.5384553826162
90919,8.680078994609728
90920,11.549193996749722
90921,6.867148730458981
90922,7.669929209622686
90923,9.632341696485609
90924,10.14952326064274
90925,10.904993260001811
90926,10.623150272540414
90927,10.406960331739933
90928,13.474160343073603
90929,11.583073579434666
90930,10.452388053398701
90931,11.315661394999081
90932,13.418583676467271
90933,10.446018183592745
90934,14.346518535476246
90935,8.373604970178677
90936,10.050155660730304
90937,10.97567987892462
90938,9.252686415128453
90939,9.409176328903454
90940,8.067874196342496
90941,7.504851067528989
90942,5.339087781197548
90943,13.127675936402143
90944,7.124488091752726
90945,9.419560451881637
90946,8.943060697713587
90947,9.910632908789825
90948,10.822151917064605
90949,12.676538245192521
90950,11.06954749574443
90951,9.725931937641127
90952,8.078080574899541
90953,7.143477375013108
90954,11.235744258375341
90955,8.426002316826493
90956,8.226391330654234
90957,10.79138890986372
90958,4.705411243464393
90959,7.318053701022706
90960,11.147856728536599
90961,6.912752400052536
90962,11.414781167434347
90963,5.510109019035518
90964,12.118689173229228
90965,6.418858747180816
90966,10.988375579919268
90967,9.52575849491522
90968,12.271676840834287
90969,10.05239476348603
90970,9.609244847430231
90971,7.52541863334974
90972,9.75729585511499
90973,10.845001503861445
90974,8.889868910521788
90975,11.0474834778857
90976,7.921844255078893
90977,8.448729524193846
90978,6.436369671292903
90979,9.329018765856745
90980,8.542288369879227
90981,12.061689147943495
90982,13.306074392974793
90983,4.60739209344822
90984,9.718242619215838
90985,6.117419484186625
90986,13.571072677291157
90987,8.296871758852026
90988,8.548249494213783
90989,11.221910734910004
90990,9.487708569115464
90991,8.060718726704028
90992,4.77498785287428
90993,8.913677374643413
90994,11.755143330048005
90995,6.848933944615067
90996,14.723695225099297
90997,9.725665995916632
90998,6.980580949672604
90999,6.1112614425324
91000,12.373427654547209
91001,7.340668142729142
91002,8.631237722306079
91003,10.839341142087568
91004,9.617046554009528
91005,7.791804934148183
91006,12.152545786932281
91007,8.132300154382476
91008,7.754043157099255
91009,12.185015659161897
91010,9.87424463855758
91011,10.114904605802614
91012,8.606369916760306
91013,10.34166931043803
91014,9.01697632479366
91015,8.787186691025253
91016,7.447429410174382
91017,11.98696313381571
91018,7.223235733559802
91019,10.632017564774012
91020,8.019904784333146
91021,11.134510727597403
91022,8.311316101331768
91023,5.364239352179171
91024,6.9796192392422745
91025,12.213426065110177
91026,8.948232286422243
91027,7.370288152208234
91028,11.562418383395723
91029,10.251220914849164
91030,8.662269147743833
91031,8.810821716860248
91032,6.820533334969387
91033,4.679860007520801
91034,9.906883749396703
91035,8.649290191930188
91036,12.167551419954108
91037,7.067417535085518
91038,12.88121788443086
91039,11.283759325527924
91040,8.89969458653464
91041,7.565709129921704
91042,10.297240486760304
91043,11.701658806029476
91044,7.343022358371776
91045,7.68108432812938
91046,7.9198217691792605
91047,6.892110606320806
91048,10.206169241091155
91049,9.966854584285494
91050,10.554309666821904
91051,8.848229712024656
91052,10.762705201184788
91053,11.175393153411235
91054,8.359425858899492
91055,7.264119248435784
91056,11.637798093861027
91057,10.899805476202213
91058,15.684277526325381
91059,13.446410379940941
91060,9.51761984006028
91061,7.964640443427742
91062,15.766677526092629
91063,8.472592531426448
91064,10.421831423525623
91065,9.238899268270385
91066,9.627675372458999
91067,8.885405085399189
91068,10.929565239934583
91069,8.792893666840081
91070,8.114699938807682
91071,7.904622517842616
91072,5.180979736256098
91073,6.108579041781443
91074,13.801640339789568
91075,7.105403514140427
91076,12.990475373179903
91077,8.154640312843922
91078,6.634934148690473
91079,7.195092398475002
91080,8.82221802269539
91081,7.518999225455763
91082,9.542989765155953
91083,10.606548883575929
91084,7.942357577089783
91085,11.575193953336726
91086,11.14153291005052
91087,11.759862477972105
91088,9.434373283472198
91089,9.730165685054958
91090,10.914021362970866
91091,8.617883835565744
91092,10.461052352887014
91093,7.07436812784388
91094,6.497423626224996
91095,11.16261716921229
91096,11.598276609247508
91097,15.896567574496574
91098,6.998002478435898
91099,6.742849284355117
91100,9.261015205229256
91101,11.244846306542948
91102,7.733142288407283
91103,8.725746172997678
91104,9.463030497238032
91105,15.478366401780319
91106,12.409727461849876
91107,6.534578964317148
91108,10.218846191157832
91109,11.364338896246572
91110,13.759819458836056
91111,8.3027962460142
91112,8.61206423065024
91113,10.067404782736558
91114,5.806775829394825
91115,9.800843353518646
91116,6.092720843652961
91117,8.383500276668384
91118,6.513977440856202
91119,8.122976342717779
91120,9.214958216898554
91121,9.173376576318214
91122,6.2356626395804655
91123,9.63710746381872
91124,13.621243541766113
91125,8.105331224573868
91126,8.52703166984616
91127,6.24891531782366
91128,6.80644269949443
91129,8.705496817160606
91130,8.945366379091691
91131,8.407195853641188
91132,11.685544443029091
91133,10.98477735373469
91134,10.054395340856649
91135,7.11316586931937
91136,9.658548347810537
91137,11.780940761016588
91138,8.151786213769173
91139,8.679338793714376
91140,8.648208549281943
91141,8.875374502685464
91142,10.67683421646201
91143,6.592249427497634
91144,10.683246373363907
91145,12.03583276587384
91146,5.607869303702845
91147,10.62596049035325
91148,12.368924996232442
91149,7.364096083952287
91150,14.647056128368662
91151,11.058265017780105
91152,9.046326500854518
91153,9.342479022363715
91154,7.40131287725733
91155,10.417695415984463
91156,6.573601893817681
91157,11.60568923963812
91158,9.133368054099597
91159,9.282393208386479
91160,8.971756625348949
91161,9.302896421132948
91162,11.045880841512185
91163,5.608998961422459
